customer_id;user_id;sex;name;surname;patronymic;day_of_birth;measure;tariff_id;tariff_end_date;instructor_id
190;302;woman;Мия;Галактионова;Антоновна;1956-08-12;{"""height""": """[197]""", """weights""": """[181, 175, 173, 179, 185]""", """measure_dates""": """['2019-04-17', '2019-06-27', '2021-02-24', '2021-03-03', '2021-04-22']"""};2;2022-04-24;
191;303;woman;Карина;Родочинская;Вадимовна;1953-11-12;{"""height""": """[166]""", """weights""": """[76, 85, 77, 68, 75, 75, 80]""", """measure_dates""": """['2019-03-07', '2020-03-18', '2020-08-08', '2020-11-22', '2020-11-29', '2021-01-28', '2021-03-20']"""};4;2021-10-03;19
192;304;woman;Виктория;Безрукова;Афанасьевна;2000-04-22;{"""height""": """[203]""", """weights""": """[119]""", """measure_dates""": """['2020-01-11']"""};4;2022-09-17;
193;305;woman;Клара;Тимофеева;Кирилловна;1963-11-22;{"""height""": """[158]""", """weights""": """[75, 84, 77, 71, 62, 63]""", """measure_dates""": """['2019-06-04', '2019-11-20', '2020-04-16', '2020-04-24', '2021-01-21', '2021-03-03']"""};3;2022-10-09;
194;306;woman;Ксения;Малиновская;Николаевна;1987-05-08;{"""height""": """[180]""", """weights""": """[70]""", """measure_dates""": """['2019-12-22']"""};3;2022-04-19;24
195;307;man;Данил;Глинка;Данилович;1998-11-02;{"""height""": """[155]""", """weights""": """[144, 139, 141, 137]""", """measure_dates""": """['2020-04-18', '2020-06-20', '2021-03-14', '2021-04-22']"""};3;2022-08-30;
196;308;woman;Ксения;Макарова;Геннадиевна;1999-06-05;{"""height""": """[171]""", """weights""": """[74, 75]""", """measure_dates""": """['2020-04-07', '2020-10-07']"""};4;2022-05-04;21
197;309;woman;Яна;Генералова;Валентиновна;2002-04-20;{"""height""": """[153]""", """weights""": """[138]""", """measure_dates""": """['2021-03-23']"""};2;2021-10-19;24
198;310;woman;Эльвира;Рубенцова;Павловна;2000-09-09;{"""height""": """[194]""", """weights""": """[112, 110, 100, 92, 91, 89, 90]""", """measure_dates""": """['2019-06-14', '2019-09-08', '2019-11-29', '2020-07-30', '2021-02-09', '2021-02-27', '2021-04-24']"""};1;2022-06-16;
199;311;woman;Юлия;Преснякова;Викторовна;1978-03-08;{"""height""": """[171]""", """weights""": """[138, 132, 133, 137, 135]""", """measure_dates""": """['2019-07-31', '2020-03-21', '2021-02-08', '2021-03-23', '2021-04-25']"""};3;2022-07-25;19
200;312;man;Павел;Соколовский;Валерьевич;2000-01-16;{"""height""": """[182]""", """weights""": """[129, 122]""", """measure_dates""": """['2019-08-06', '2020-12-21']"""};1;2021-06-19;
201;313;man;Петр;Чернышевский;Алексеевич;1993-12-05;{"""height""": """[156]""", """weights""": """[143]""", """measure_dates""": """['2019-11-06']"""};1;2022-09-27;
202;314;man;Игорь;Граф;Васильевич;1951-04-23;{"""height""": """[160]""", """weights""": """[109, 101, 96]""", """measure_dates""": """['2020-08-13', '2020-11-18', '2021-02-06']"""};1;2022-04-01;17
203;315;man;Василий;Розин;Егорович;1952-03-17;{"""height""": """[173]""", """weights""": """[66, 65, 71, 81, 84, 93, 95]""", """measure_dates""": """['2020-03-27', '2020-04-11', '2020-08-07', '2020-11-23', '2021-01-28', '2021-02-16', '2021-04-14']"""};4;2021-09-27;14
204;316;woman;Алина;Панченко;Архиповна;1956-11-04;{"""height""": """[179]""", """weights""": """[89, 99, 103, 104]""", """measure_dates""": """['2020-01-11', '2021-01-27', '2021-04-10', '2021-04-15']"""};3;2021-10-08;
205;317;man;Назар;Яров;Борисович;1981-06-15;{"""height""": """[184]""", """weights""": """[158, 161, 164, 156, 161]""", """measure_dates""": """['2019-02-20', '2019-02-25', '2019-07-26', '2020-11-11', '2021-03-05']"""};2;2021-07-15;
206;318;man;Евгений;Богатырев;Валерьевич;1999-08-24;{"""height""": """[185]""", """weights""": """[197, 196, 199, 193, 201, 206]""", """measure_dates""": """['2019-04-30', '2019-05-16', '2019-08-19', '2019-11-13', '2021-03-09', '2021-04-03']"""};1;2022-10-20;
207;319;man;Ростислав;Уваров;Александрович;1960-01-03;{"""height""": """[179]""", """weights""": """[146, 142, 132, 122]""", """measure_dates""": """['2019-08-22', '2020-05-29', '2021-01-13', '2021-03-14']"""};2;2022-07-25;23
208;320;woman;Эмилия;Родочинская;Егоровна;1950-09-24;{"""height""": """[159]""", """weights""": """[88, 81, 84, 92, 94, 93, 99]""", """measure_dates""": """['2019-10-13', '2020-06-03', '2020-11-06', '2021-01-08', '2021-01-24', '2021-02-06', '2021-02-24']"""};3;2022-09-21;17
209;321;man;Денис;Верховский;Валентинович;1988-06-08;{"""height""": """[155]""", """weights""": """[82, 74]""", """measure_dates""": """['2020-02-16', '2020-10-28']"""};3;2022-10-16;24
210;322;woman;Александра;Чайковская;Даниловна;1951-03-18;{"""height""": """[202]""", """weights""": """[128]""", """measure_dates""": """['2020-07-16']"""};2;2021-06-07;
211;323;man;Родион;Арбатов;Михайлович;1962-07-12;{"""height""": """[148]""", """weights""": """[81, 85, 93]""", """measure_dates""": """['2019-09-26', '2019-10-12', '2021-04-20']"""};3;2022-05-11;25
212;324;man;Егор;Византийский;Богуславович;1992-06-24;{"""height""": """[192]""", """weights""": """[141, 145, 138, 129, 129, 126, 135]""", """measure_dates""": """['2019-04-02', '2019-08-23', '2020-04-19', '2020-10-05', '2021-02-25', '2021-03-10', '2021-03-24']"""};4;2021-07-13;16
213;325;woman;Марта;Куликовская;Аркадьевна;1954-04-03;{"""height""": """[182]""", """weights""": """[92, 87, 77, 74, 67, 72, 78]""", """measure_dates""": """['2019-10-22', '2019-11-14', '2020-04-17', '2020-07-23', '2021-01-27', '2021-03-02', '2021-03-21']"""};1;2022-12-01;
214;326;man;Евгений;Арбенин;Макарович;1984-01-06;{"""height""": """[158]""", """weights""": """[51, 47, 48, 38, 33]""", """measure_dates""": """['2019-12-26', '2020-05-21', '2020-08-07', '2021-02-14', '2021-03-16']"""};3;2021-04-12;
215;327;man;Никита;Градов;Вениаминович;1967-01-12;{"""height""": """[162]""", """weights""": """[88, 91, 98, 91, 90, 95, 98]""", """measure_dates""": """['2019-02-23', '2019-08-21', '2019-11-01', '2019-12-13', '2021-01-07', '2021-01-23', '2021-01-30']"""};1;2022-05-23;24
216;328;man;Ильдар;Ковалевский;Викторович;1975-06-28;{"""height""": """[180]""", """weights""": """[127, 122, 126]""", """measure_dates""": """['2020-05-11', '2020-12-10', '2021-01-01']"""};3;2022-07-06;22
217;329;woman;Вероника;Тимофеева;Егоровна;1959-11-05;{"""height""": """[175]""", """weights""": """[100]""", """measure_dates""": """['2020-09-12']"""};3;2022-11-04;24
218;330;man;Арсен;Лебединский;Богданович;1976-01-04;{"""height""": """[178]""", """weights""": """[82, 85]""", """measure_dates""": """['2020-08-09', '2021-03-31']"""};2;2021-08-14;19
219;331;woman;Зоя;Тимофеева;Евгеньевна;1990-04-28;{"""height""": """[148]""", """weights""": """[95]""", """measure_dates""": """['2020-05-01']"""};1;2021-04-06;24
220;332;man;Виктор;Илларионов;Григорьевич;1952-10-19;{"""height""": """[172]""", """weights""": """[136, 143, 147, 148, 146, 156]""", """measure_dates""": """['2019-02-02', '2019-04-11', '2019-05-06', '2019-09-24', '2021-01-19', '2021-02-13']"""};1;2022-05-09;
221;333;woman;Станислава;Котова;Андреевна;1993-08-29;{"""height""": """[182]""", """weights""": """[103, 113, 115, 112, 103]""", """measure_dates""": """['2019-12-27', '2020-09-24', '2020-10-12', '2021-01-12', '2021-02-12']"""};4;2022-06-04;
222;334;man;Анатолий;Преображенский;Богданович;1981-09-06;{"""height""": """[181]""", """weights""": """[116, 110, 115, 119, 112, 103, 94]""", """measure_dates""": """['2019-01-18', '2020-01-29', '2021-01-12', '2021-02-02', '2021-03-16', '2021-03-19', '2021-04-02']"""};1;2021-06-14;17
223;335;man;Яромир;Доманский;Вячеславович;1985-05-21;{"""height""": """[148]""", """weights""": """[90, 92, 92, 101]""", """measure_dates""": """['2019-01-04', '2019-07-26', '2019-11-24', '2021-01-12']"""};3;2022-11-27;
224;336;man;Роберт;Гончаров;Вениаминович;1974-02-11;{"""height""": """[204]""", """weights""": """[133]""", """measure_dates""": """['2021-03-27']"""};3;2022-11-20;
225;337;man;Демид;Владимирский;Львович;1989-01-06;{"""height""": """[168]""", """weights""": """[61, 59, 62, 62, 65]""", """measure_dates""": """['2019-07-06', '2019-07-30', '2020-02-28', '2020-06-19', '2021-02-13']"""};2;2021-11-25;
226;338;man;Антон;Верещагин;Валерьевич;1992-09-18;{"""height""": """[203]""", """weights""": """[115]""", """measure_dates""": """['2021-04-16']"""};3;2022-04-09;22
227;339;man;Назар;Соллертинский;Геннадьевич;1950-08-28;{"""height""": """[178]""", """weights""": """[123, 133, 133, 140]""", """measure_dates""": """['2019-03-15', '2019-06-22', '2020-02-10', '2020-05-19']"""};2;2022-10-06;
228;340;woman;Стелла;Куликовская;Васильевна;1972-10-06;{"""height""": """[158]""", """weights""": """[91, 100]""", """measure_dates""": """['2019-02-16', '2020-12-12']"""};4;2022-08-14;
229;341;man;Арсений;Адмиралов;Георгиевич;1955-10-10;{"""height""": """[191]""", """weights""": """[134, 133, 137, 128]""", """measure_dates""": """['2019-01-07', '2020-03-28', '2020-09-17', '2021-01-27']"""};4;2022-07-07;23
230;342;woman;Элла;Безрукова;Аркадьевна;1954-12-30;{"""height""": """[178]""", """weights""": """[55, 52, 44]""", """measure_dates""": """['2019-11-17', '2020-11-10', '2020-12-30']"""};4;2022-04-13;20
231;343;man;Даниил;Эльбрусский;Давидович;1953-06-27;{"""height""": """[198]""", """weights""": """[78, 85, 89, 82, 92]""", """measure_dates""": """['2019-01-29', '2019-03-12', '2019-03-14', '2019-10-01', '2020-03-21']"""};3;2022-04-03;17
232;344;man;Павел;Славинский;Денисович;1956-03-17;{"""height""": """[147]""", """weights""": """[137, 127, 136, 130, 122, 124, 118]""", """measure_dates""": """['2019-06-14', '2019-10-21', '2020-04-12', '2020-05-27', '2020-08-15', '2021-02-19', '2021-02-22']"""};3;2021-07-05;25
233;345;woman;Яна;Волкова;Борисовна;1991-01-17;{"""height""": """[164]""", """weights""": """[81, 86, 76, 76]""", """measure_dates""": """['2019-01-24', '2020-08-04', '2021-01-17', '2021-04-17']"""};4;2022-04-21;
234;346;man;Ринат;Езерский;Денисович;1990-02-05;{"""height""": """[146]""", """weights""": """[130, 137, 133, 132]""", """measure_dates""": """['2019-04-20', '2020-04-23', '2020-09-01', '2021-02-23']"""};2;2022-06-13;26
235;347;woman;Юлия;Руденко;Валериевна;1968-12-09;{"""height""": """[166]""", """weights""": """[105]""", """measure_dates""": """['2021-04-25']"""};3;2021-04-22;23
236;348;woman;Елена;Новицкая;Георгиевна;1984-05-10;{"""height""": """[180]""", """weights""": """[93, 99, 92, 90, 84]""", """measure_dates""": """['2020-04-14', '2020-11-20', '2021-01-05', '2021-04-12', '2021-04-26']"""};2;2021-06-25;
237;349;woman;Кира;Волкова;Александровна;1967-11-12;{"""height""": """[161]""", """weights""": """[88]""", """measure_dates""": """['2019-06-01']"""};4;2022-04-12;26
238;350;woman;Амалия;Назарова;Кирилловна;1997-11-25;{"""height""": """[147]""", """weights""": """[50, 52, 42, 42]""", """measure_dates""": """['2020-06-14', '2020-10-26', '2021-03-07', '2021-03-26']"""};1;2022-07-07;
239;351;man;Артём;Ветров;Владимирович;1999-04-13;{"""height""": """[180]""", """weights""": """[181, 182]""", """measure_dates""": """['2020-02-24', '2021-04-11']"""};1;2022-05-24;19
240;352;man;Михаил;Фирсов;Александрович;1985-11-09;{"""height""": """[197]""", """weights""": """[94, 92]""", """measure_dates""": """['2021-01-16', '2021-02-15']"""};2;2021-08-21;17
241;353;woman;Валентина;Софийская;Николаевна;1956-04-01;{"""height""": """[150]""", """weights""": """[95, 87, 95]""", """measure_dates""": """['2020-09-28', '2021-02-19', '2021-03-23']"""};1;2021-09-19;
242;354;man;Ярослав;Варламов;Андреевич;1999-09-15;{"""height""": """[187]""", """weights""": """[152, 152, 161, 169]""", """measure_dates""": """['2020-04-03', '2020-04-04', '2020-05-12', '2020-11-23']"""};1;2022-11-02;21
243;355;man;Игнат;Астров;Егорович;1951-07-07;{"""height""": """[188]""", """weights""": """[132]""", """measure_dates""": """['2020-11-17']"""};1;2021-11-22;15
244;356;woman;Камилла;Романова;Андреевна;1993-05-31;{"""height""": """[193]""", """weights""": """[163, 153, 163, 153, 155, 158, 151]""", """measure_dates""": """['2019-10-19', '2019-10-20', '2019-10-22', '2020-06-30', '2020-07-22', '2020-08-27', '2021-04-07']"""};4;2022-05-21;17
245;357;man;Платон;Сталь;Вадимович;1963-07-22;{"""height""": """[172]""", """weights""": """[137, 138, 130, 128, 135, 129, 132]""", """measure_dates""": """['2019-01-03', '2019-06-27', '2019-07-14', '2020-01-17', '2020-02-14', '2020-06-25', '2020-09-13']"""};4;2021-07-24;14
246;358;woman;Анастасия;Денисова;Антоновна;1968-04-03;{"""height""": """[162]""", """weights""": """[102, 112]""", """measure_dates""": """['2020-03-01', '2021-01-05']"""};2;2021-04-17;26
247;359;woman;Есения;Тарасова;Петровна;1953-10-10;{"""height""": """[150]""", """weights""": """[105]""", """measure_dates""": """['2021-03-11']"""};1;2021-08-17;
248;360;man;Максим;Гранин;Ефимович;1983-10-16;{"""height""": """[160]""", """weights""": """[113, 103, 103, 105, 97]""", """measure_dates""": """['2019-07-10', '2020-04-26', '2020-04-29', '2021-01-01', '2021-03-16']"""};3;2022-10-02;14
249;361;woman;Агата;Софийская;Альбертовна;1959-11-24;{"""height""": """[195]""", """weights""": """[183, 175, 167, 157, 156, 152, 151]""", """measure_dates""": """['2019-04-14', '2019-05-23', '2019-08-18', '2019-09-16', '2020-03-12', '2021-02-06', '2021-04-26']"""};4;2021-11-18;
250;362;woman;Стефания;Безрукова;Богдановна;1957-01-03;{"""height""": """[162]""", """weights""": """[123, 130, 134]""", """measure_dates""": """['2019-04-02', '2019-10-30', '2021-03-09']"""};3;2022-12-23;18
251;363;man;Филипп;Крымский;Богданович;1963-03-24;{"""height""": """[178]""", """weights""": """[45, 39, 46, 44, 42, 40]""", """measure_dates""": """['2019-03-06', '2020-01-02', '2020-03-30', '2020-06-16', '2020-12-01', '2021-02-01']"""};3;2022-04-10;28
252;364;man;Назар;Вертинский;Вадимович;1956-04-09;{"""height""": """[194]""", """weights""": """[117, 124, 127, 129]""", """measure_dates""": """['2019-03-20', '2019-12-19', '2020-04-23', '2021-02-04']"""};1;2022-05-20;
253;365;woman;Бажена;Федорова;Вячеславовна;1979-05-24;{"""height""": """[174]""", """weights""": """[120, 120, 114, 111]""", """measure_dates""": """['2019-04-29', '2020-10-30', '2020-11-22', '2021-02-11']"""};2;2021-05-13;
254;366;man;Айдар;Венидиктов;Дмитриевич;1993-04-25;{"""height""": """[179]""", """weights""": """[63, 55, 58, 53, 56, 65]""", """measure_dates""": """['2019-08-18', '2019-10-02', '2019-12-24', '2020-05-27', '2021-02-13', '2021-04-30']"""};4;2021-07-26;34
255;367;man;Алексей;Булгаков;Андреевич;1967-08-15;{"""height""": """[182]""", """weights""": """[160, 164, 161]""", """measure_dates""": """['2019-12-13', '2020-10-30', '2020-12-02']"""};3;2021-04-12;
256;368;woman;Любовь;Васнецова;Борисовна;1952-09-21;{"""height""": """[148]""", """weights""": """[80]""", """measure_dates""": """['2020-09-10']"""};4;2021-12-07;34
257;369;woman;Оксана;Галактионова;Антоновна;1983-03-02;{"""height""": """[190]""", """weights""": """[152]""", """measure_dates""": """['2020-03-16']"""};4;2022-11-26;
258;370;man;Павел;Грацианов;Давидович;1964-01-09;{"""height""": """[156]""", """weights""": """[91, 82, 78]""", """measure_dates""": """['2019-01-11', '2019-08-17', '2020-10-10']"""};4;2022-10-10;
259;371;man;Елисей;Васнецов;Леонидович;1978-12-29;{"""height""": """[161]""", """weights""": """[116]""", """measure_dates""": """['2020-12-15']"""};3;2022-06-20;
260;372;woman;Надежда;Коваль;Константиновна;1967-02-10;{"""height""": """[187]""", """weights""": """[196, 189, 196, 195, 194]""", """measure_dates""": """['2019-08-23', '2019-10-11', '2019-11-17', '2020-09-02', '2021-01-16']"""};1;2021-04-03;34
261;373;woman;Ева;Рубенцова;Павловна;1987-11-17;{"""height""": """[187]""", """weights""": """[165, 160]""", """measure_dates""": """['2019-08-26', '2019-12-19']"""};1;2022-09-19;34
262;374;man;Гордей;Славинский;Аркадьевич;2003-04-11;{"""height""": """[170]""", """weights""": """[94, 95, 87, 83, 88, 87]""", """measure_dates""": """['2019-06-14', '2020-05-29', '2020-10-07', '2021-01-31', '2021-03-12', '2021-04-20']"""};3;2021-10-11;31
263;375;man;Тимофей;Градов;Максимович;1979-07-17;{"""height""": """[189]""", """weights""": """[76, 86, 96, 103, 95]""", """measure_dates""": """['2019-06-29', '2019-09-16', '2020-10-10', '2020-12-13', '2021-01-17']"""};1;2021-04-23;34
264;376;woman;Белла;Софийская;Богдановна;1962-04-07;{"""height""": """[204]""", """weights""": """[131, 138, 128, 125, 115, 120, 130]""", """measure_dates""": """['2019-02-08', '2019-06-04', '2019-07-05', '2020-06-20', '2020-11-19', '2021-03-12', '2021-03-31']"""};4;2021-04-09;35
265;377;woman;Аля;Лионова;Борисовна;1999-04-23;{"""height""": """[203]""", """weights""": """[199, 199, 193]""", """measure_dates""": """['2019-01-11', '2019-03-01', '2021-04-27']"""};3;2022-04-30;27
266;378;woman;Нина;Никитина;Аркадьевна;1965-04-29;{"""height""": """[158]""", """weights""": """[95]""", """measure_dates""": """['2020-04-12']"""};1;2021-05-09;32
267;379;woman;Вероника;Демидова;Ильинична;1965-09-18;{"""height""": """[197]""", """weights""": """[149, 158, 152, 162, 159, 153]""", """measure_dates""": """['2020-03-16', '2021-01-04', '2021-01-17', '2021-03-28', '2021-04-27', '2021-04-28']"""};4;2022-08-31;39
268;380;woman;Ирина;Кольцова;Евгеньевна;1957-09-15;{"""height""": """[195]""", """weights""": """[145, 141, 147, 156, 160, 159, 154]""", """measure_dates""": """['2019-03-30', '2019-12-11', '2020-05-29', '2020-06-29', '2020-10-14', '2020-12-06', '2021-04-22']"""};3;2022-12-12;
269;381;man;Сергей;Озеров;Валентинович;1977-04-21;{"""height""": """[185]""", """weights""": """[200, 199, 189, 186, 184]""", """measure_dates""": """['2019-04-23', '2019-05-18', '2019-11-18', '2020-06-08', '2021-04-12']"""};1;2022-06-23;35
270;382;woman;Лариса;Николаева;Геннадьевна;1965-09-03;{"""height""": """[201]""", """weights""": """[154, 161, 159]""", """measure_dates""": """['2019-08-10', '2020-09-24', '2020-12-29']"""};2;2021-10-09;36
271;383;woman;Агата;Максимчук;Вячеславовна;1981-10-04;{"""height""": """[157]""", """weights""": """[146, 156, 148]""", """measure_dates""": """['2019-08-05', '2019-12-05', '2021-04-08']"""};3;2022-08-03;35
272;384;man;Игорь;Адмиралов;Аркадьевич;2000-02-08;{"""height""": """[187]""", """weights""": """[72, 70, 71, 78, 85, 81]""", """measure_dates""": """['2019-08-24', '2019-09-12', '2020-04-26', '2020-06-22', '2021-03-10', '2021-03-31']"""};2;2021-10-12;28
273;385;woman;Аврора;Островская;Альбертовна;1966-12-05;{"""height""": """[156]""", """weights""": """[89, 95, 97, 97, 92]""", """measure_dates""": """['2019-05-07', '2021-01-30', '2021-02-04', '2021-02-07', '2021-03-28']"""};3;2022-10-25;39
274;386;man;Федор;Свиридов;Альбертович;1983-10-07;{"""height""": """[167]""", """weights""": """[123, 115, 117, 113, 108, 118, 113]""", """measure_dates""": """['2019-01-24', '2020-05-19', '2020-06-02', '2020-07-25', '2020-12-05', '2021-03-18', '2021-04-17']"""};2;2022-07-11;
275;387;man;Роберт;Ларин;Альбертович;1971-07-25;{"""height""": """[148]""", """weights""": """[105, 115, 112, 105, 102, 92, 87]""", """measure_dates""": """['2019-08-16', '2019-11-15', '2020-04-02', '2020-04-14', '2020-06-06', '2020-08-10', '2021-01-18']"""};3;2021-07-07;39
276;388;man;Всеволод;Аристов;Данилович;2003-03-12;{"""height""": """[153]""", """weights""": """[62]""", """measure_dates""": """['2020-01-07']"""};4;2021-04-09;32
277;389;man;Тихон;Мещерский;Егорович;1993-11-18;{"""height""": """[149]""", """weights""": """[115]""", """measure_dates""": """['2021-01-10']"""};2;2022-11-05;
278;390;woman;Эмилия;Прохорова;Ивановна;1978-10-16;{"""height""": """[194]""", """weights""": """[181]""", """measure_dates""": """['2021-02-08']"""};1;2021-05-21;
279;391;woman;Соня;Демидова;Аскольдовна;1957-09-27;{"""height""": """[198]""", """weights""": """[104, 98, 94, 93, 95, 104, 108]""", """measure_dates""": """['2019-06-07', '2019-10-29', '2019-12-29', '2020-01-23', '2020-11-29', '2021-03-20', '2021-04-13']"""};3;2021-04-14;
280;392;woman;Ольга;Панченко;Петровна;1988-08-24;{"""height""": """[149]""", """weights""": """[126, 123, 113, 112, 117]""", """measure_dates""": """['2020-10-03', '2021-02-22', '2021-02-22', '2021-03-11', '2021-03-27']"""};1;2021-12-29;
281;393;man;Назар;Славинский;Анатольевич;1971-04-08;{"""height""": """[161]""", """weights""": """[99, 109]""", """measure_dates""": """['2020-05-03', '2021-02-14']"""};2;2021-12-31;
282;394;woman;Наталья;Чернышова;Ивановна;1958-12-01;{"""height""": """[157]""", """weights""": """[142]""", """measure_dates""": """['2021-02-02']"""};3;2022-05-10;
283;395;man;Егор;Печерский;Макарович;1985-04-18;{"""height""": """[179]""", """weights""": """[62]""", """measure_dates""": """['2020-01-25']"""};2;2021-12-27;39
284;396;woman;Алина;Чернышова;Антоновна;1976-03-31;{"""height""": """[196]""", """weights""": """[136]""", """measure_dates""": """['2020-11-21']"""};1;2022-12-17;
285;397;man;Игорь;Виноградов;Владимирович;1951-07-19;{"""height""": """[170]""", """weights""": """[76]""", """measure_dates""": """['2021-04-24']"""};2;2022-12-12;
286;398;woman;Дарина;Мищенко;Наумовна;1968-06-28;{"""height""": """[158]""", """weights""": """[72, 72, 81, 90, 82, 91, 88]""", """measure_dates""": """['2019-01-15', '2020-06-16', '2020-10-05', '2020-11-28', '2021-02-14', '2021-02-22', '2021-04-22']"""};4;2022-09-30;38
287;399;man;Ян;Ягужинский;Валентинович;1978-10-05;{"""height""": """[157]""", """weights""": """[97, 101, 98]""", """measure_dates""": """['2020-04-09', '2021-02-02', '2021-03-08']"""};1;2021-10-18;27
288;400;woman;Элла;Маслова;Ефимовна;1983-09-18;{"""height""": """[176]""", """weights""": """[70]""", """measure_dates""": """['2020-04-27']"""};2;2022-12-24;27
289;401;man;Мирон;Березов;Васильевич;2000-02-12;{"""height""": """[199]""", """weights""": """[124, 127, 123]""", """measure_dates""": """['2019-05-05', '2019-09-17', '2019-10-15']"""};2;2021-06-07;28
290;402;man;Герман;Венидиктов;Александрович;1970-09-04;{"""height""": """[194]""", """weights""": """[166]""", """measure_dates""": """['2021-01-22']"""};4;2021-04-09;30
291;403;man;Тихон;Лебединский;Николаевич;1957-03-10;{"""height""": """[174]""", """weights""": """[99, 106, 103, 103, 102, 105]""", """measure_dates""": """['2019-05-19', '2020-12-10', '2021-01-03', '2021-01-24', '2021-03-17', '2021-03-25']"""};2;2022-10-09;29
292;404;man;Павел;Ягужинский;Михайлович;1989-04-09;{"""height""": """[177]""", """weights""": """[134]""", """measure_dates""": """['2021-01-24']"""};3;2022-09-09;37
293;405;woman;Амалия;Новак;Николаевна;1968-09-11;{"""height""": """[178]""", """weights""": """[75, 80, 75]""", """measure_dates""": """['2021-02-14', '2021-04-09', '2021-04-16']"""};3;2021-12-04;39
294;406;man;Всеволод;Гмарь;Леонидович;1968-10-30;{"""height""": """[205]""", """weights""": """[91, 83, 91]""", """measure_dates""": """['2019-02-21', '2020-01-09', '2021-02-20']"""};2;2022-12-30;
295;407;woman;Инна;Ильина;Валериевна;1959-09-05;{"""height""": """[147]""", """weights""": """[72]""", """measure_dates""": """['2021-04-13']"""};2;2022-04-26;
296;408;woman;Лариса;Братиславская;Ильинична;1973-03-19;{"""height""": """[183]""", """weights""": """[126, 119, 114]""", """measure_dates""": """['2019-07-20', '2020-09-01', '2021-03-12']"""};3;2021-08-05;
297;409;woman;Оксана;Ильина;Георгиевна;1984-05-29;{"""height""": """[160]""", """weights""": """[123, 119, 109, 111, 102, 95, 98]""", """measure_dates""": """['2019-01-14', '2019-09-22', '2020-03-25', '2020-07-21', '2020-12-17', '2021-01-04', '2021-04-01']"""};3;2021-08-19;
298;410;man;Эдуард;Данилевский;Николаевич;1972-08-16;{"""height""": """[183]""", """weights""": """[132]""", """measure_dates""": """['2021-04-08']"""};2;2022-07-24;
299;411;woman;Марианна;Волощук;Никифоровна;1991-07-02;{"""height""": """[189]""", """weights""": """[174, 184, 188, 196]""", """measure_dates""": """['2019-03-29', '2019-05-13', '2019-05-26', '2020-10-30']"""};2;2022-05-09;
300;412;woman;Эмилия;Толмачева;Борисовна;1977-12-29;{"""height""": """[152]""", """weights""": """[89, 94, 94, 104, 99, 105, 108]""", """measure_dates""": """['2019-04-09', '2020-08-12', '2020-09-19', '2021-02-01', '2021-02-02', '2021-04-06', '2021-04-11']"""};4;2022-12-23;33
301;413;woman;Альбина;Родочинская;Кирилловна;1993-12-12;{"""height""": """[171]""", """weights""": """[82, 86]""", """measure_dates""": """['2021-01-01', '2021-02-01']"""};4;2021-08-08;30
302;414;man;ЭмильЮрий;Полонский;Андреевич;1953-04-27;{"""height""": """[169]""", """weights""": """[60, 62, 58, 57]""", """measure_dates""": """['2019-09-15', '2019-12-02', '2020-01-27', '2021-01-08']"""};3;2022-12-18;33
303;415;man;Виктор;Флоринский;Геннадиевич;1974-04-29;{"""height""": """[164]""", """weights""": """[129, 123, 120, 115]""", """measure_dates""": """['2019-01-10', '2020-06-23', '2021-02-13', '2021-04-04']"""};1;2021-04-02;
304;416;woman;Алеся;Волощук;Наумовна;1985-09-14;{"""height""": """[202]""", """weights""": """[198, 192, 197]""", """measure_dates""": """['2019-02-02', '2021-03-07', '2021-03-09']"""};1;2022-05-12;
305;417;man;Лев;Арбатов;Геннадиевич;1999-06-11;{"""height""": """[169]""", """weights""": """[101, 108, 109]""", """measure_dates""": """['2019-01-10', '2019-02-22', '2019-04-25']"""};3;2022-06-04;
306;418;man;Руслан;Одоевский;Григорьевич;1974-03-02;{"""height""": """[172]""", """weights""": """[136, 132, 134, 140, 142]""", """measure_dates""": """['2020-06-05', '2020-06-18', '2020-08-19', '2021-01-22', '2021-03-31']"""};1;2022-10-27;28
307;419;woman;Кира;Бондаренко;Афанасьевна;1987-10-10;{"""height""": """[176]""", """weights""": """[97, 92, 101, 93, 92, 94]""", """measure_dates""": """['2019-10-31', '2020-04-03', '2020-07-29', '2020-09-10', '2021-01-26', '2021-02-07']"""};1;2021-04-06;
308;420;woman;Доминика;Шевченко;Викторовна;1989-02-15;{"""height""": """[154]""", """weights""": """[149, 139, 136, 127, 128]""", """measure_dates""": """['2019-04-12', '2019-09-15', '2019-11-22', '2020-01-22', '2020-07-12']"""};4;2021-06-09;28
309;421;man;Платон;Глинка;Иванович;1989-04-02;{"""height""": """[173]""", """weights""": """[75, 69, 64, 74]""", """measure_dates""": """['2019-03-28', '2019-05-19', '2019-11-29', '2020-12-24']"""};2;2021-12-12;
310;422;man;Алексей;Долинин;Богуславович;1997-11-08;{"""height""": """[191]""", """weights""": """[150, 140, 143]""", """measure_dates""": """['2020-03-12', '2020-04-19', '2021-03-08']"""};2;2022-06-26;
311;423;woman;Лидия;Каменских;Александровна;1999-07-25;{"""height""": """[146]""", """weights""": """[103, 95, 97, 88, 83, 75, 75]""", """measure_dates""": """['2019-10-23', '2020-06-06', '2021-02-26', '2021-03-05', '2021-03-17', '2021-03-20', '2021-03-31']"""};2;2022-08-07;
